COMPET,VAR_0001_SITUACAO,CO_GRUPO_E_CARGO,NO_CARGO,SG_ESCOLARIDADE_CARGO,CO_CLASSE,PDMATRIZ,CO_PADRAO,NC,PADRAO,PERCENT_IQ,QTD_SERV
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,204,2,4,,12
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,204,2,4,20,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,204,2,4,30,19
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,204,2,4,52,23
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,204,2,4,75,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,303,3,3,,8
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,303,3,3,30,36
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,303,3,3,52,27
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,303,3,3,75,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P35,402,4,2,52,1
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P36,106,1,6,,9
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P36,106,1,6,30,6
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P36,106,1,6,52,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,106,1,6,,17
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,106,1,6,30,30
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,106,1,6,52,12
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,106,1,6,75,7
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P36,205,2,5,,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,205,2,5,,5
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,205,2,5,30,23
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,205,2,5,52,14
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,205,2,5,75,7
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,304,3,4,,5
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,304,3,4,30,33
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,304,3,4,52,21
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,304,3,4,75,12
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,403,4,3,30,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P36,403,4,3,52,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P37,107,1,7,,12
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P37,107,1,7,30,9
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P37,107,1,7,75,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,107,1,7,,14
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,107,1,7,30,44
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,107,1,7,52,22
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,107,1,7,75,16
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P37,206,2,6,,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P37,206,2,6,52,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,206,2,6,,4
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,206,2,6,30,18
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,206,2,6,52,9
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,206,2,6,75,8
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P37,305,3,5,,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,305,3,5,,5
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,305,3,5,30,25
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,305,3,5,52,19
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,305,3,5,75,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,404,4,4,,10
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,404,4,4,30,21
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,404,4,4,52,27
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P37,404,4,4,75,16
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P38,108,1,8,,12
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P38,108,1,8,30,10
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P38,108,1,8,52,1
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P38,108,1,8,75,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,108,1,8,,17
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,108,1,8,30,29
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,108,1,8,52,21
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,108,1,8,75,19
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P38,207,2,7,,4
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P38,207,2,7,75,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,207,2,7,,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,207,2,7,30,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,207,2,7,52,22
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,207,2,7,75,17
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P38,306,3,6,,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,306,3,6,,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,306,3,6,30,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,306,3,6,52,18
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P38,405,4,5,,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,405,4,5,,5
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,405,4,5,30,59
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,405,4,5,52,41
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P38,405,4,5,75,27
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,109,1,9,,23
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,109,1,9,30,11
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,109,1,9,52,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,109,1,9,75,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,109,1,9,,10
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,109,1,9,30,28
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,109,1,9,52,16
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,109,1,9,75,10
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,208,2,8,,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,208,2,8,30,1
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,208,2,8,75,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,208,2,8,,5
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,208,2,8,30,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,208,2,8,52,19
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,208,2,8,75,10
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,307,3,7,,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,307,3,7,30,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,307,3,7,30,14
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,307,3,7,52,20
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,307,3,7,75,16
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,406,4,6,,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P39,406,4,6,52,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,406,4,6,,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,406,4,6,30,41
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,406,4,6,52,42
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P39,406,4,6,75,23
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,,22
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,30,10
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,52,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,75,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,,7
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,30,15
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,35,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,50,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,52,7
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,110,1,10,75,13
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,209,2,9,,4
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,209,2,9,30,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,209,2,9,75,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,209,2,9,,5
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,209,2,9,30,11
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,209,2,9,52,14
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,209,2,9,75,6
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,308,3,8,,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,308,3,8,30,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,308,3,8,30,19
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,308,3,8,52,15
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,308,3,8,75,14
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,407,4,7,,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,407,4,7,30,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P40,407,4,7,52,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,407,4,7,,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,407,4,7,30,50
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,407,4,7,52,63
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P40,407,4,7,75,30
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,111,1,11,,16
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,111,1,11,30,28
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,111,1,11,52,4
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,111,1,11,75,6
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,111,1,11,,22
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,111,1,11,30,22
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,111,1,11,52,12
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,111,1,11,75,10
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,210,2,10,,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,210,2,10,30,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,210,2,10,52,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,210,2,10,30,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,210,2,10,35,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,210,2,10,52,9
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,210,2,10,75,8
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,309,3,9,,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,309,3,9,,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,309,3,9,30,14
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,309,3,9,52,10
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,309,3,9,75,10
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,408,4,8,,5
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,408,4,8,30,1
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P41,408,4,8,75,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,408,4,8,,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,408,4,8,30,53
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,408,4,8,52,64
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P41,408,4,8,75,49
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,112,1,12,,32
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,112,1,12,30,36
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,112,1,12,52,9
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,112,1,12,75,9
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,112,1,12,,23
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,112,1,12,30,30
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,112,1,12,52,19
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,112,1,12,75,28
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,211,2,11,,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,211,2,11,30,4
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,211,2,11,52,6
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,211,2,11,75,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,211,2,11,,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,211,2,11,30,7
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,211,2,11,52,11
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,211,2,11,75,9
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,310,3,10,,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,310,3,10,30,4
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,310,3,10,52,4
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,310,3,10,75,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,310,3,10,,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,310,3,10,30,6
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,310,3,10,52,4
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,310,3,10,75,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,409,4,9,,4
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,409,4,9,30,6
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,409,4,9,52,5
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P42,409,4,9,75,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,409,4,9,,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,409,4,9,30,38
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,409,4,9,52,50
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P42,409,4,9,75,26
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,113,1,13,,34
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,113,1,13,20,1
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,113,1,13,30,49
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,113,1,13,52,8
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,113,1,13,75,9
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,113,1,13,,40
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,113,1,13,30,91
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,113,1,13,52,56
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,113,1,13,75,67
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,212,2,12,,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,212,2,12,30,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,212,2,12,52,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,212,2,12,,4
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,212,2,12,30,19
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,212,2,12,52,16
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,212,2,12,75,17
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,311,3,11,,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,311,3,11,30,5
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,311,3,11,52,5
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,311,3,11,75,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,311,3,11,,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,311,3,11,30,7
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,311,3,11,52,5
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,311,3,11,75,9
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,410,4,10,,9
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,410,4,10,30,5
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,410,4,10,52,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P43,410,4,10,75,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,410,4,10,,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,410,4,10,30,29
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,410,4,10,52,38
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P43,410,4,10,75,26
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,114,1,14,,50
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,114,1,14,30,77
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,114,1,14,52,14
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,114,1,14,75,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,114,1,14,,12
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,114,1,14,30,35
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,114,1,14,52,20
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,114,1,14,75,18
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,213,2,13,,7
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,213,2,13,25,1
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,213,2,13,30,16
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,213,2,13,52,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,213,2,13,75,4
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,213,2,13,,6
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,213,2,13,30,43
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,213,2,13,52,40
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,213,2,13,75,32
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,312,3,12,,4
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,312,3,12,30,9
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,312,3,12,52,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,312,3,12,75,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,312,3,12,,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,312,3,12,30,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,312,3,12,52,10
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,312,3,12,75,11
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,411,4,11,,13
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,411,4,11,30,7
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,411,4,11,52,6
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P44,411,4,11,75,8
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,411,4,11,,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,411,4,11,30,18
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,411,4,11,52,19
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P44,411,4,11,75,16
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,115,1,15,,58
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,115,1,15,30,96
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,115,1,15,52,27
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,115,1,15,75,18
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,115,1,15,,6
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,115,1,15,30,24
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,115,1,15,52,9
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,115,1,15,75,7
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,214,2,14,,6
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,214,2,14,30,22
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,214,2,14,52,8
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,214,2,14,75,7
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,214,2,14,,4
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,214,2,14,30,27
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,214,2,14,52,19
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,214,2,14,75,17
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,313,3,13,,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,313,3,13,30,5
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,313,3,13,52,3
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,313,3,13,75,7
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,313,3,13,30,41
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,313,3,13,52,23
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,313,3,13,75,37
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,412,4,12,,12
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,412,4,12,30,19
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,412,4,12,52,7
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P45,412,4,12,75,10
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,412,4,12,,6
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,412,4,12,30,34
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,412,4,12,52,33
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P45,412,4,12,75,29
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,116,1,16,,234
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,116,1,16,30,389
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,116,1,16,35,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,116,1,16,52,84
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,116,1,16,75,142
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,116,1,16,,27
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,116,1,16,30,126
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,116,1,16,52,73
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,116,1,16,75,74
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,215,2,15,,8
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,215,2,15,30,27
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,215,2,15,52,12
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,215,2,15,75,10
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,215,2,15,,1
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,215,2,15,30,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,215,2,15,52,2
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,314,3,14,,5
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,314,3,14,30,11
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,314,3,14,52,5
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,314,3,14,75,4
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,314,3,14,,3
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,314,3,14,30,11
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,314,3,14,52,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,314,3,14,75,15
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,413,4,13,,18
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,413,4,13,30,25
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,413,4,13,52,21
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P46,413,4,13,75,13
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,413,4,13,,9
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,413,4,13,30,92
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,413,4,13,52,117
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P46,413,4,13,75,159
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P47,216,2,16,,35
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P47,216,2,16,30,125
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P47,216,2,16,52,49
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P47,216,2,16,75,75
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P47,216,2,16,,2
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P47,216,2,16,30,49
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P47,216,2,16,52,48
202402,ATIVO,701047,MEDICO-AREA,NS,E-M,P47,216,2,16,75,50
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P47,315,3,15,,6
202402,APOSENTADO,701047,MEDICO-AREA,NS,E-M,P47,315,3,15,30,22
